method,sample_id,seed,class,coverage_target,coverage,occlusion_ratio,lpips,psnr,ssim,roi_status,scoring_mode,selected_for_contact_sheet
flux2_prompt,emblem_x_banner_cov50_2,2,emblem_x_banner,0.5,cov50,0.505033,0.29684191942214966,12.609346185763242,0.7533414133377413,ok,located,true
flux2_prompt,emblem_x_banner_cov50_2,3,emblem_x_banner,0.5,cov50,0.505033,0.2947697043418884,12.548257808214508,0.7553443612080688,ok,located,false
flux2_prompt,emblem_x_banner_cov50_2,4,emblem_x_banner,0.5,cov50,0.505033,0.30198732018470764,12.440106663369644,0.7425729435934242,ok,located,false
flux2_prompt,food_x_plate_cov70_0,0,food_x_plate,0.7,cov70,0.713963,0.5596624612808228,6.42117541541114,0.41308112251927387,ok,located,false
flux2_prompt,food_x_plate_cov70_0,1,food_x_plate,0.7,cov70,0.713963,0.029442204162478447,29.031785097163088,0.9667557453156945,ok,located,false
flux2_prompt,food_x_plate_cov70_0,2,food_x_plate,0.7,cov70,0.713963,0.5603532195091248,6.417337995257856,0.4138390603826134,ok,located,true
flux2_prompt,food_x_plate_cov70_0,3,food_x_plate,0.7,cov70,0.713963,0.5609204173088074,6.48806495949203,0.4052210794338195,ok,located,false
flux2_prompt,food_x_plate_cov70_0,4,food_x_plate,0.7,cov70,0.713963,0.5612583160400391,6.403950604877588,0.41446751815258526,ok,located,false
flux2_prompt,food_x_plate_cov70_1,0,food_x_plate,0.7,cov70,0.695275,0.4795703589916229,8.5066222442648,0.589462850759443,ok,located,false
flux2_prompt,food_x_plate_cov70_1,1,food_x_plate,0.7,cov70,0.695275,0.4294400215148926,9.248977844518265,0.6518501912050083,ok,located,true
flux2_prompt,food_x_plate_cov70_1,2,food_x_plate,0.7,cov70,0.695275,0.42484697699546814,9.089385783659422,0.6340995895128675,ok,located,false
flux2_prompt,food_x_plate_cov70_1,3,food_x_plate,0.7,cov70,0.695275,0.47940194606781006,8.610437127784005,0.595424965741084,ok,located,false
flux2_prompt,food_x_plate_cov70_1,4,food_x_plate,0.7,cov70,0.695275,0.42571359872817993,9.182502481278028,0.6412347979082652,ok,located,false
flux2_prompt,food_x_plate_cov70_2,0,food_x_plate,0.7,cov70,0.695829,0.5338893532752991,7.119038844353765,0.4610805725177716,ok,located,false
flux2_prompt,food_x_plate_cov70_2,1,food_x_plate,0.7,cov70,0.695829,0.011032120324671268,28.9978799564777,0.9770164974949705,ok,located,false
flux2_prompt,food_x_plate_cov70_2,2,food_x_plate,0.7,cov70,0.695829,0.5351380109786987,7.19100380909336,0.46586244728120946,ok,located,false
flux2_prompt,food_x_plate_cov70_2,3,food_x_plate,0.7,cov70,0.695829,0.016080308705568314,26.01906906182956,0.9561139238061864,ok,located,false
flux2_prompt,food_x_plate_cov70_2,4,food_x_plate,0.7,cov70,0.695829,0.48685452342033386,7.9185290631428735,0.5166461317228779,ok,located,true
flux2_prompt,coin_x_chest_cov70_0,0,coin_x_chest,0.7,cov70,0.7127,0.496155709028244,11.650301333118623,0.47166197152904665,ok,located,false
flux2_prompt,coin_x_chest_cov70_0,1,coin_x_chest,0.7,cov70,0.7127,0.49529993534088135,11.664637987325621,0.46956355122559423,ok,located,false
flux2_prompt,coin_x_chest_cov70_0,2,coin_x_chest,0.7,cov70,0.7127,0.4965980350971222,11.596621089036779,0.46500307350624753,ok,located,true
flux2_prompt,coin_x_chest_cov70_0,3,coin_x_chest,0.7,cov70,0.7127,0.49848639965057373,11.42726763788545,0.45045195460257265,ok,located,false
flux2_prompt,coin_x_chest_cov70_0,4,coin_x_chest,0.7,cov70,0.7127,0.5004043579101562,11.489386037750439,0.46350234090194514,ok,located,false
flux2_prompt,coin_x_chest_cov70_1,0,coin_x_chest,0.7,cov70,0.709374,0.45329749584198,11.694051971071657,0.5429149698316437,ok,located,false
flux2_prompt,coin_x_chest_cov70_1,1,coin_x_chest,0.7,cov70,0.709374,0.4506297707557678,11.784475392612048,0.5414054364288327,ok,located,false
flux2_prompt,coin_x_chest_cov70_1,2,coin_x_chest,0.7,cov70,0.709374,0.4523772895336151,11.805670101244816,0.5426253070019394,ok,located,true
flux2_prompt,coin_x_chest_cov70_1,3,coin_x_chest,0.7,cov70,0.709374,0.4529535174369812,11.735768215828859,0.5374358701351659,ok,located,false
flux2_prompt,coin_x_chest_cov70_1,4,coin_x_chest,0.7,cov70,0.709374,0.4507167339324951,11.60424139879816,0.5444855694923457,ok,located,false
flux2_prompt,coin_x_chest_cov70_2,0,coin_x_chest,0.7,cov70,0.707081,0.529395580291748,11.628048576160833,0.4933714404719514,ok,located,true
flux2_prompt,coin_x_chest_cov70_2,1,coin_x_chest,0.7,cov70,0.707081,0.5294638872146606,11.668973339962466,0.49479049412304327,ok,located,false
flux2_prompt,coin_x_chest_cov70_2,2,coin_x_chest,0.7,cov70,0.707081,0.5269514322280884,11.637124585233057,0.5155798410408461,ok,located,false
flux2_prompt,coin_x_chest_cov70_2,3,coin_x_chest,0.7,cov70,0.707081,0.5344124436378479,11.499695324924774,0.4969680051035839,ok,located,false
flux2_prompt,coin_x_chest_cov70_2,4,coin_x_chest,0.7,cov70,0.707081,0.17095427215099335,17.74919439538437,0.6469339480603308,ok,located,false
flux2_prompt,key_x_lock_cov50_0,0,key_x_lock,0.5,cov50,0.485743,0.4465060234069824,9.890897398462998,0.5503071313640859,ok,located,false
flux2_prompt,key_x_lock_cov50_0,1,key_x_lock,0.5,cov50,0.485743,0.10894978046417236,20.239086916525054,0.946423146372657,ok,located,false
flux2_prompt,key_x_lock_cov50_0,2,key_x_lock,0.5,cov50,0.485743,0.44649678468704224,9.919838975229855,0.5496406525043465,ok,located,false
flux2_prompt,key_x_lock_cov50_0,3,key_x_lock,0.5,cov50,0.485743,0.44553670287132263,9.829307692777551,0.5498152160898054,ok,located,true
flux2_prompt,key_x_lock_cov50_0,4,key_x_lock,0.5,cov50,0.485743,0.11146478354930878,20.468921116752167,0.9404204702717185,ok,located,false
flux2_prompt,key_x_lock_cov50_1,0,key_x_lock,0.5,cov50,0.498359,0.5218390822410583,8.666300414220245,0.4697525969432598,ok,located,false
flux2_prompt,key_x_lock_cov50_1,1,key_x_lock,0.5,cov50,0.498359,0.10690261423587799,22.308182738877434,0.91356407873289,ok,located,false
flux2_prompt,key_x_lock_cov50_1,2,key_x_lock,0.5,cov50,0.498359,0.5204737782478333,8.694096815720869,0.47058277901112183,ok,located,false
flux2_prompt,key_x_lock_cov50_1,3,key_x_lock,0.5,cov50,0.498359,0.5209895968437195,8.678637817404425,0.47058082598057477,ok,located,true
flux2_prompt,key_x_lock_cov50_1,4,key_x_lock,0.5,cov50,0.498359,0.5221066474914551,8.73736994205963,0.4704767414110256,ok,located,false
flux2_prompt,key_x_lock_cov50_2,0,key_x_lock,0.5,cov50,0.511836,0.5349686741828918,8.184894661026165,0.44764066184236845,ok,located,false
flux2_prompt,key_x_lock_cov50_2,1,key_x_lock,0.5,cov50,0.511836,0.0980171263217926,21.522692897602095,0.953703828311927,ok,located,false
flux2_prompt,key_x_lock_cov50_2,2,key_x_lock,0.5,cov50,0.511836,0.5355479717254639,8.20417447520003,0.44932586848372713,ok,located,true
flux2_prompt,key_x_lock_cov50_2,3,key_x_lock,0.5,cov50,0.511836,0.5388191938400269,8.143806183182608,0.44789788918177714,ok,located,false
flux2_prompt,key_x_lock_cov50_2,4,key_x_lock,0.5,cov50,0.511836,0.5397937297821045,8.142794452878611,0.44828058090451756,ok,located,false
flux2_prompt,potion_x_crate_cov50_0,0,potion_x_crate,0.5,cov50,0.518319,0.039718158543109894,26.442781121774786,0.9043857289037683,ok,located,false
flux2_prompt,potion_x_crate_cov50_0,1,potion_x_crate,0.5,cov50,0.518319,0.04765083268284798,25.321741243471443,0.8794943637706037,ok,located,false
flux2_prompt,potion_x_crate_cov50_0,2,potion_x_crate,0.5,cov50,0.518319,0.038749851286411285,26.71472147146732,0.9020580301731705,ok,located,true
flux2_prompt,potion_x_crate_cov50_0,3,potion_x_crate,0.5,cov50,0.518319,0.03787316381931305,26.620903205683145,0.9027606162183083,ok,located,false
flux2_prompt,potion_x_crate_cov50_0,4,potion_x_crate,0.5,cov50,0.518319,0.0385265126824379,26.626788226561857,0.901646060644198,ok,located,false
flux2_prompt,potion_x_crate_cov50_1,0,potion_x_crate,0.5,cov50,0.505658,0.026437092572450638,29.44854871784395,0.9285070380518391,ok,located,false
flux2_prompt,potion_x_crate_cov50_1,1,potion_x_crate,0.5,cov50,0.505658,0.01574189029633999,32.64809360344935,0.9470299012468929,ok,located,false
flux2_prompt,potion_x_crate_cov50_1,2,potion_x_crate,0.5,cov50,0.505658,0.015186822041869164,32.70614664714395,0.948854668407631,ok,located,true
flux2_prompt,potion_x_crate_cov50_1,3,potion_x_crate,0.5,cov50,0.505658,0.0147450752556324,33.851270507096075,0.9555723887965525,ok,located,false
flux2_prompt,potion_x_crate_cov50_1,4,potion_x_crate,0.5,cov50,0.505658,0.013361257500946522,33.00420556720098,0.9555974930607724,ok,located,false
flux2_prompt,potion_x_crate_cov50_2,0,potion_x_crate,0.5,cov50,0.514935,0.032508451491594315,27.608477073157257,0.9270955757800774,ok,located,true
flux2_prompt,potion_x_crate_cov50_2,1,potion_x_crate,0.5,cov50,0.514935,0.5155875086784363,11.035694972595596,0.41151838513054706,ok,located,false
flux2_prompt,potion_x_crate_cov50_2,2,potion_x_crate,0.5,cov50,0.514935,0.01713372953236103,32.35588058468825,0.951084641944543,ok,located,false
flux2_prompt,potion_x_crate_cov50_2,3,potion_x_crate,0.5,cov50,0.514935,0.04218566417694092,25.837126160174098,0.8959783406703726,ok,located,false
flux2_prompt,potion_x_crate_cov50_2,4,potion_x_crate,0.5,cov50,0.514935,0.03132077306509018,27.803427968241095,0.928633053859509,ok,located,false
flux2_prompt,gem_x_ring_cov30_0,0,gem_x_ring,0.3,cov30,0.299812,0.46667730808258057,7.002134409684475,0.3868579785239177,ok,located,false
flux2_prompt,gem_x_ring_cov30_0,1,gem_x_ring,0.3,cov30,0.299812,0.545782208442688,5.7995121514399255,0.2968000527403723,ok,located,false
flux2_prompt,gem_x_ring_cov30_0,2,gem_x_ring,0.3,cov30,0.299812,0.5013161897659302,6.584715591173831,0.3142773005209261,ok,located,false
flux2_prompt,gem_x_ring_cov30_0,3,gem_x_ring,0.3,cov30,0.299812,0.3325679898262024,6.824025581262822,0.3642917791943025,ok,located,false
flux2_prompt,gem_x_ring_cov30_0,4,gem_x_ring,0.3,cov30,0.299812,0.4671931564807892,7.0005502111987745,0.38680375509952586,ok,located,true
flux2_prompt,gem_x_ring_cov30_1,0,gem_x_ring,0.3,cov30,0.287595,0.4902873933315277,6.110193597697414,0.3624993120786197,ok,located,false
flux2_prompt,gem_x_ring_cov30_1,1,gem_x_ring,0.3,cov30,0.287595,0.49169376492500305,6.15182379306324,0.3621731615170763,ok,located,false
flux2_prompt,gem_x_ring_cov30_1,2,gem_x_ring,0.3,cov30,0.287595,0.4814542531967163,5.323465939581753,0.2953314514895197,ok,located,false
flux2_prompt,gem_x_ring_cov30_1,3,gem_x_ring,0.3,cov30,0.287595,0.4904818832874298,6.098462104454185,0.3623529183907324,ok,located,true
flux2_prompt,gem_x_ring_cov30_1,4,gem_x_ring,0.3,cov30,0.287595,0.4905361831188202,6.153954338985286,0.3636214185525057,ok,located,false
flux2_prompt,gem_x_ring_cov30_2,0,gem_x_ring,0.3,cov30,0.290504,0.5264443159103394,5.948882053666821,0.3777464613999981,ok,located,true
flux2_prompt,gem_x_ring_cov30_2,1,gem_x_ring,0.3,cov30,0.290504,0.5266333818435669,6.009807825382294,0.37647669066335626,ok,located,false
flux2_prompt,gem_x_ring_cov30_2,2,gem_x_ring,0.3,cov30,0.290504,0.5261858105659485,6.018898008976654,0.37768988582211677,ok,located,false
flux2_prompt,gem_x_ring_cov30_2,3,gem_x_ring,0.3,cov30,0.290504,0.46397751569747925,5.076204064876699,0.2968583571777283,ok,located,false
flux2_prompt,gem_x_ring_cov30_2,4,gem_x_ring,0.3,cov30,0.290504,0.5270331501960754,5.981849628163662,0.37813370650586914,ok,located,false
flux2_prompt,pen_x_book_cov30_0,0,pen_x_book,0.3,cov30,0.310811,0.03719121962785721,26.28033018550509,0.9344406074482556,ok,located,false
flux2_prompt,pen_x_book_cov30_0,1,pen_x_book,0.3,cov30,0.310811,0.030428629368543625,26.513904607959475,0.9472979872868974,ok,located,false
flux2_prompt,pen_x_book_cov30_0,2,pen_x_book,0.3,cov30,0.310811,0.03566546365618706,28.70432818588998,0.9468284673827134,ok,located,false
flux2_prompt,pen_x_book_cov30_0,3,pen_x_book,0.3,cov30,0.310811,0.028645697981119156,27.803684658546896,0.9631619087983947,ok,located,false
flux2_prompt,pen_x_book_cov30_0,4,pen_x_book,0.3,cov30,0.310811,0.035342760384082794,29.22754919624993,0.9526384777175186,ok,located,true
flux2_prompt,pen_x_book_cov30_1,0,pen_x_book,0.3,cov30,0.304428,0.023685187101364136,28.536702813287572,0.9421209659987477,ok,located,false
flux2_prompt,pen_x_book_cov30_1,1,pen_x_book,0.3,cov30,0.304428,0.032435428351163864,26.528272139514442,0.9365129974039053,ok,located,false
flux2_prompt,pen_x_book_cov30_1,2,pen_x_book,0.3,cov30,0.304428,0.01868196204304695,29.075717371548492,0.9483513286817775,ok,located,false
flux2_prompt,pen_x_book_cov30_1,3,pen_x_book,0.3,cov30,0.304428,0.020950622856616974,29.48200785293565,0.9536898914960649,ok,located,true
flux2_prompt,pen_x_book_cov30_1,4,pen_x_book,0.3,cov30,0.304428,0.0195333119481802,30.739040833536144,0.9538879632055419,ok,located,false
flux2_prompt,pen_x_book_cov30_2,0,pen_x_book,0.3,cov30,0.306125,0.02548472210764885,31.828691190514636,0.9719910353774038,ok,located,false
flux2_prompt,pen_x_book_cov30_2,1,pen_x_book,0.3,cov30,0.306125,0.01993689499795437,31.60371580166496,0.9675163185643102,ok,located,false
flux2_prompt,pen_x_book_cov30_2,2,pen_x_book,0.3,cov30,0.306125,0.01880834624171257,34.01112193820525,0.9731308744595383,ok,located,true
flux2_prompt,pen_x_book_cov30_2,3,pen_x_book,0.3,cov30,0.306125,0.01847907155752182,32.01814916532869,0.9735115842698144,ok,located,false
flux2_prompt,pen_x_book_cov30_2,4,pen_x_book,0.3,cov30,0.306125,0.017590941861271858,37.63002021420584,0.979950019646788,ok,located,false
flux2_prompt,sword_x_shield_cov30_0,0,sword_x_shield,0.3,cov30,0.286166,0.027306389063596725,24.71446423714824,0.9052317544102865,ok,located,false
flux2_prompt,sword_x_shield_cov30_0,1,sword_x_shield,0.3,cov30,0.286166,0.06435990333557129,26.935735512238686,0.9502627550467064,ok,located,true
flux2_prompt,sword_x_shield_cov30_0,2,sword_x_shield,0.3,cov30,0.286166,0.0326647087931633,26.14300904917897,0.9416304553802698,ok,located,false
flux2_prompt,sword_x_shield_cov30_0,3,sword_x_shield,0.3,cov30,0.286166,0.07364802062511444,24.098139696468643,0.8940515000569991,ok,located,false
flux2_prompt,sword_x_shield_cov30_0,4,sword_x_shield,0.3,cov30,0.286166,0.547610878944397,10.074799999883457,0.4888905758659015,ok,located,false
flux2_prompt,sword_x_shield_cov30_1,0,sword_x_shield,0.3,cov30,0.280355,0.5671154856681824,9.362316237255829,0.4741876819358583,ok,located,true
flux2_prompt,sword_x_shield_cov30_1,1,sword_x_shield,0.3,cov30,0.280355,0.5674571990966797,9.351764783111658,0.4741111967519776,ok,located,false
flux2_prompt,sword_x_shield_cov30_1,2,sword_x_shield,0.3,cov30,0.280355,0.5667043924331665,9.362629203987986,0.47245740399959396,ok,located,false
flux2_prompt,sword_x_shield_cov30_1,3,sword_x_shield,0.3,cov30,0.280355,0.5663198828697205,9.365729160806787,0.47495152951510083,ok,located,false
flux2_prompt,sword_x_shield_cov30_1,4,sword_x_shield,0.3,cov30,0.280355,0.5672546625137329,9.363644001845664,0.4743086193711921,ok,located,false
flux2_prompt,sword_x_shield_cov30_2,0,sword_x_shield,0.3,cov30,0.284125,0.5653793811798096,9.775036415706284,0.49814362579270094,ok,located,false
flux2_prompt,sword_x_shield_cov30_2,1,sword_x_shield,0.3,cov30,0.284125,0.5649895071983337,9.758258545957439,0.4981163240188424,ok,located,true
flux2_prompt,sword_x_shield_cov30_2,2,sword_x_shield,0.3,cov30,0.284125,0.4626696705818176,10.358704386030182,0.5659597962437498,ok,located,false
flux2_prompt,sword_x_shield_cov30_2,3,sword_x_shield,0.3,cov30,0.284125,0.5645245909690857,9.766751847766672,0.4986418926799847,ok,located,false
flux2_prompt,sword_x_shield_cov30_2,4,sword_x_shield,0.3,cov30,0.284125,0.5652080774307251,9.77435931823071,0.4981136914428319,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_0,0,hammer_x_anvil,0.3,cov30,0.310627,0.036485180258750916,25.282444849124253,0.9732247332389757,ok,located,true
flux2_prompt,hammer_x_anvil_cov30_0,1,hammer_x_anvil,0.3,cov30,0.310627,0.02374490164220333,26.198232890415206,0.9775053212411239,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_0,2,hammer_x_anvil,0.3,cov30,0.310627,0.03149888664484024,25.765016030914456,0.9747640051132822,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_0,3,hammer_x_anvil,0.3,cov30,0.310627,0.04818510636687279,24.350992337343218,0.9737937216701867,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_0,4,hammer_x_anvil,0.3,cov30,0.310627,0.042044200003147125,25.709401053905072,0.9741270656160831,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_1,0,hammer_x_anvil,0.3,cov30,0.280833,0.5685798525810242,9.970778008345626,0.557469754363308,ok,located,true
flux2_prompt,hammer_x_anvil_cov30_1,1,hammer_x_anvil,0.3,cov30,0.280833,0.5691044926643372,9.955291963099228,0.5565035650881635,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_1,2,hammer_x_anvil,0.3,cov30,0.280833,0.5693905353546143,9.981192547540298,0.5113396725514813,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_1,3,hammer_x_anvil,0.3,cov30,0.280833,0.5680558681488037,9.986327927081591,0.5572749595351832,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_1,4,hammer_x_anvil,0.3,cov30,0.280833,0.567297637462616,10.155591339066714,0.5582295213330554,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_2,0,hammer_x_anvil,0.3,cov30,0.306076,0.5501683950424194,10.539247830748629,0.5563647117481479,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_2,1,hammer_x_anvil,0.3,cov30,0.306076,0.054871756583452225,24.189681159076653,0.9116894310966913,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_2,2,hammer_x_anvil,0.3,cov30,0.306076,0.01968037337064743,31.573117908486246,0.9779733135618981,ok,located,false
flux2_prompt,hammer_x_anvil_cov30_2,3,hammer_x_anvil,0.3,cov30,0.306076,0.03450120985507965,30.416101002275788,0.9713943443995028,ok,located,true
flux2_prompt,hammer_x_anvil_cov30_2,4,hammer_x_anvil,0.3,cov30,0.306076,0.015847448259592056,32.78623248284498,0.9810861587988046,ok,located,false
flux2_bbox,emblem_x_banner_cov50_0,0,emblem_x_banner,0.5,cov50,0.497214,0.21896442770957947,14.638382707249233,0.8143027070470724,ok,located,false
flux2_bbox,emblem_x_banner_cov50_0,1,emblem_x_banner,0.5,cov50,0.497214,0.21851763129234314,14.67937036067498,0.8156558795034122,ok,located,false
flux2_bbox,emblem_x_banner_cov50_0,2,emblem_x_banner,0.5,cov50,0.497214,0.2201535403728485,14.716578804411098,0.8161329521158072,ok,located,false
flux2_bbox,emblem_x_banner_cov50_0,3,emblem_x_banner,0.5,cov50,0.497214,0.218606099486351,14.719953419980282,0.8157738652917651,ok,located,true
flux2_bbox,emblem_x_banner_cov50_0,4,emblem_x_banner,0.5,cov50,0.497214,0.21858522295951843,14.698924332062619,0.8154392626535044,ok,located,false
flux2_bbox,emblem_x_banner_cov50_1,0,emblem_x_banner,0.5,cov50,0.486007,0.1864221692085266,14.667875910601705,0.839785330528762,ok,located,true
flux2_bbox,emblem_x_banner_cov50_1,1,emblem_x_banner,0.5,cov50,0.486007,0.18716712296009064,14.719994693558796,0.839646393705401,ok,located,false
flux2_bbox,emblem_x_banner_cov50_1,2,emblem_x_banner,0.5,cov50,0.486007,0.18586425483226776,14.743517771527891,0.8396120242719493,ok,located,false
flux2_bbox,emblem_x_banner_cov50_1,3,emblem_x_banner,0.5,cov50,0.486007,0.18629267811775208,14.757051173468883,0.8402327078241547,ok,located,false
flux2_bbox,emblem_x_banner_cov50_1,4,emblem_x_banner,0.5,cov50,0.486007,0.18721118569374084,14.680952677253462,0.8396528496070762,ok,located,false
flux2_bbox,emblem_x_banner_cov50_2,0,emblem_x_banner,0.5,cov50,0.505033,0.3022017776966095,12.466657528932245,0.7425044084585112,ok,located,false
flux2_bbox,emblem_x_banner_cov50_2,1,emblem_x_banner,0.5,cov50,0.505033,0.29061198234558105,12.856744671579289,0.762547498260202,ok,located,false
flux2_bbox,emblem_x_banner_cov50_2,2,emblem_x_banner,0.5,cov50,0.505033,0.29352521896362305,12.62233959416045,0.7499468982823195,ok,located,false
flux2_bbox,emblem_x_banner_cov50_2,3,emblem_x_banner,0.5,cov50,0.505033,0.2941027879714966,12.60595453346069,0.755436564096827,ok,located,false
flux2_bbox,emblem_x_banner_cov50_2,4,emblem_x_banner,0.5,cov50,0.505033,0.2938315272331238,12.57050524693016,0.7554217255903811,ok,located,true
flux2_bbox,food_x_plate_cov70_0,0,food_x_plate,0.7,cov70,0.713963,0.5601441860198975,6.418550258125438,0.4119043295195701,ok,located,true
flux2_bbox,food_x_plate_cov70_0,1,food_x_plate,0.7,cov70,0.713963,0.5625324249267578,6.4500492318042015,0.40030275341347826,ok,located,false
flux2_bbox,food_x_plate_cov70_0,2,food_x_plate,0.7,cov70,0.713963,0.5608005523681641,6.430305778650948,0.3997713995046152,ok,located,false
flux2_bbox,food_x_plate_cov70_0,3,food_x_plate,0.7,cov70,0.713963,0.559704065322876,6.5792231592428845,0.40526429570928785,ok,located,false
flux2_bbox,food_x_plate_cov70_0,4,food_x_plate,0.7,cov70,0.713963,0.5601036548614502,6.488293757577136,0.4138736948235624,ok,located,false
flux2_bbox,food_x_plate_cov70_1,0,food_x_plate,0.7,cov70,0.695275,0.4761897325515747,8.593177867162394,0.5858094203541916,ok,located,false
flux2_bbox,food_x_plate_cov70_1,1,food_x_plate,0.7,cov70,0.695275,0.47315019369125366,8.92705790354707,0.6049831074324277,ok,located,false
flux2_bbox,food_x_plate_cov70_1,2,food_x_plate,0.7,cov70,0.695275,0.47100594639778137,8.610034740525272,0.5768180180207424,ok,located,false
flux2_bbox,food_x_plate_cov70_1,3,food_x_plate,0.7,cov70,0.695275,0.47436457872390747,8.69348620980857,0.5886034555041153,ok,located,true
flux2_bbox,food_x_plate_cov70_1,4,food_x_plate,0.7,cov70,0.695275,0.4754970073699951,8.333775295896054,0.539245423093913,ok,located,false
flux2_bbox,food_x_plate_cov70_2,0,food_x_plate,0.7,cov70,0.695829,0.5321018695831299,7.179113818504986,0.46053865939327715,ok,located,false
flux2_bbox,food_x_plate_cov70_2,1,food_x_plate,0.7,cov70,0.695829,0.5327082276344299,7.3111311735625995,0.46351127262619934,ok,located,true
flux2_bbox,food_x_plate_cov70_2,2,food_x_plate,0.7,cov70,0.695829,0.5318488478660583,7.2160021157271235,0.46272754165562774,ok,located,false
flux2_bbox,food_x_plate_cov70_2,3,food_x_plate,0.7,cov70,0.695829,0.5328450202941895,7.32603632231231,0.4627947176623742,ok,located,false
flux2_bbox,food_x_plate_cov70_2,4,food_x_plate,0.7,cov70,0.695829,0.5333429574966431,7.201332674046981,0.46286533913021294,ok,located,false
flux2_bbox,coin_x_chest_cov70_0,0,coin_x_chest,0.7,cov70,0.7127,0.5004263520240784,11.481977716705089,0.46629587151244095,ok,located,false
flux2_bbox,coin_x_chest_cov70_0,1,coin_x_chest,0.7,cov70,0.7127,0.49977609515190125,11.165184612749766,0.46062676396983554,ok,located,true
flux2_bbox,coin_x_chest_cov70_0,2,coin_x_chest,0.7,cov70,0.7127,0.49739453196525574,11.501824768988683,0.4516050442223278,ok,located,false
flux2_bbox,coin_x_chest_cov70_0,3,coin_x_chest,0.7,cov70,0.7127,0.5032281279563904,11.045067480933419,0.4624897809414214,ok,located,false
flux2_bbox,coin_x_chest_cov70_0,4,coin_x_chest,0.7,cov70,0.7127,0.49949339032173157,11.361608395819419,0.4637398148853909,ok,located,false
flux2_bbox,coin_x_chest_cov70_1,0,coin_x_chest,0.7,cov70,0.709374,0.45569929480552673,11.242917045461773,0.5481539602771187,ok,located,false
flux2_bbox,coin_x_chest_cov70_1,1,coin_x_chest,0.7,cov70,0.709374,0.4551224112510681,11.262063742648131,0.5078382515266259,ok,located,true
flux2_bbox,coin_x_chest_cov70_1,2,coin_x_chest,0.7,cov70,0.709374,0.45536044239997864,11.42515415864192,0.5494127428069967,ok,located,false
flux2_bbox,coin_x_chest_cov70_1,3,coin_x_chest,0.7,cov70,0.709374,0.4541607201099396,11.345664696493953,0.547934479958897,ok,located,false
flux2_bbox,coin_x_chest_cov70_1,4,coin_x_chest,0.7,cov70,0.709374,0.4511898458003998,11.506553089610518,0.5507211495162758,ok,located,false
flux2_bbox,coin_x_chest_cov70_2,0,coin_x_chest,0.7,cov70,0.707081,0.5326379537582397,11.337652071756194,0.497086614949428,ok,located,false
flux2_bbox,coin_x_chest_cov70_2,1,coin_x_chest,0.7,cov70,0.707081,0.5285601019859314,11.473851399462909,0.5192064719560465,ok,located,false
flux2_bbox,coin_x_chest_cov70_2,2,coin_x_chest,0.7,cov70,0.707081,0.5293627977371216,11.144028531866468,0.5099214341087094,ok,located,false
